County;Population
Lea, New Mexico;71070,00
Lincoln, New Mexico;19572,00
Los Alamos, New Mexico;19369,00
Luna, New Mexico;23709,00
McKinley, New Mexico;71367,00
Mora, New Mexico;4521,00
Otero, New Mexico;67490,00
Quay, New Mexico;8253,00
Rio Arriba, New Mexico;38921,00
Roosevelt, New Mexico;18500,00
Sandoval, New Mexico;146748,00
San Juan, New Mexico;123958,00
San Miguel, New Mexico;27277,00
Santa Fe, New Mexico;150358,00
Sierra, New Mexico;10791,00
Socorro, New Mexico;16637,00
Taos, New Mexico;32723,00
Torrance, New Mexico;15461,00
Union, New Mexico;4059,00
Valencia, New Mexico;76688,00
Albany, New York;305506,00
Allegany, New York;46091,00
Bronx, New York;1418207,00
Broome, New York;190488,00
Cattaraugus, New York;76117,00
Cayuga, New York;76576,00
Chautauqua, New York;126903,00
Chemung, New York;83456,00
Chenango, New York;47207,00
Clinton, New York;80485,00
Columbia, New York;59461,00
Cortland, New York;47581,00
Delaware, New York;44135,00
Dutchess, New York;294218,00
Erie, New York;918702,00
Essex, New York;36885,00
Franklin, New York;50022,00
Fulton, New York;53383,00
Genesee, New York;57280,00
Greene, New York;47188,00
Hamilton, New York;4416,00
Herkimer, New York;61319,00
Jefferson, New York;109834,00
Kings, New York;2559903,00
Lewis, New York;26296,00
Livingston, New York;62914,00
Madison, New York;70941,00
Monroe, New York;741770,00
Montgomery, New York;49221,00
Nassau, New York;1356924,00
New York, New York;1628706,00
Niagara, New York;209281,00
Oneida, New York;228671,00
Onondaga, New York;460528,00
Ontario, New York;109777,00
Orange, New York;384940,00
Orleans, New York;40352,00
Oswego, New York;117124,00
Otsego, New York;59493,00
Putnam, New York;98320,00
Queens, New York;2253858,00
Rensselaer, New York;158714,00
Richmond, New York;476143,00
Rockland, New York;325789,00
St Lawrence, New York;107740,00
Saratoga, New York;229863,00
Schenectady, New York;155299,00
Schoharie, New York;30999,00
Schuyler, New York;17807,00
Seneca, New York;34016,00
Steuben, New York;95379,00
Suffolk, New York;1476601,00
Sullivan, New York;75432,00
Tioga, New York;48203,00
Tompkins, New York;102180,00
Ulster, New York;177573,00
Warren, New York;63944,00
Washington, New York;61204,00
Wayne, New York;89918,00
Westchester, New York;967506,00
Wyoming, New York;39859,00
Yates, New York;24913,00
Alamance, North Carolina;169509,00
Alexander, North Carolina;37497,00
Alleghany, North Carolina;11137,00
Anson, North Carolina;24446,00
Ashe, North Carolina;27203,00
Avery, North Carolina;17557,00
Beaufort, North Carolina;46994,00
Bertie, North Carolina;18947,00
Bladen, North Carolina;32722,00
Brunswick, North Carolina;142820,00
Buncombe, North Carolina;261191,00
Burke, North Carolina;90485,00
Cabarrus, North Carolina;216453,00
Caldwell, North Carolina;82178,00
Camden, North Carolina;10867,00
Carteret, North Carolina;69473,00
Caswell, North Carolina;22604,00
Catawba, North Carolina;159551,00
Chatham, North Carolina;74470,00
Cherokee, North Carolina;28612,00
Chowan, North Carolina;13943,00
Clay, North Carolina;11231,00
Cleveland, North Carolina;97947,00
Columbus, North Carolina;55508,00
Craven, North Carolina;102139,00
Cumberland, North Carolina;335509,00
Currituck, North Carolina;27763,00
Dare, North Carolina;37009,00
Davidson, North Carolina;167609,00
Davie, North Carolina;42846,00
Duplin, North Carolina;58741,00
Durham, North Carolina;321488,00
Edgecombe, North Carolina;51472,00
Forsyth, North Carolina;382295,00
Franklin, North Carolina;69685,00
Gaston, North Carolina;224529,00
Gates, North Carolina;11562,00
Graham, North Carolina;8441,00
Granville, North Carolina;60443,00
Greene, North Carolina;21069,00
Guilford, North Carolina;537174,00
Halifax, North Carolina;50010,00
Harnett, North Carolina;135976,00
Haywood, North Carolina;62317,00
Henderson, North Carolina;117417,00
Hertford, North Carolina;23677,00
Hoke, North Carolina;55234,00
Hyde, North Carolina;4937,00
Iredell, North Carolina;181806,00
Jackson, North Carolina;43938,00
Johnston, North Carolina;209339,00
Jones, North Carolina;9419,00
Lee, North Carolina;61779,00
Lenoir, North Carolina;55949,00
Lincoln, North Carolina;86111,00
McDowell, North Carolina;45756,00
Macon, North Carolina;35858,00
Madison, North Carolina;21755,00
Martin, North Carolina;22440,00
Mecklenburg, North Carolina;1110356,00
Mitchell, North Carolina;14964,00
Montgomery, North Carolina;27173,00
Moore, North Carolina;100880,00
Nash, North Carolina;94298,00
New Hanover, North Carolina;234473,00
Northampton, North Carolina;19483,00
Onslow, North Carolina;197938,00
Orange, North Carolina;148476,00
Pamlico, North Carolina;12726,00
Pasquotank, North Carolina;39824,00
Pender, North Carolina;63060,00
Perquimans, North Carolina;13463,00
Person, North Carolina;39490,00
Pitt, North Carolina;180742,00
Polk, North Carolina;20724,00
Randolph, North Carolina;143667,00
Richmond, North Carolina;44829,00
Robeson, North Carolina;130625,00
Rockingham, North Carolina;91010,00
Rowan, North Carolina;142088,00
Rutherford, North Carolina;67029,00
Sampson, North Carolina;63531,00
Scotland, North Carolina;34823,00
Stanly, North Carolina;62806,00
Stokes, North Carolina;45591,00
Surry, North Carolina;71783,00
Swain, North Carolina;14271,00
Transylvania, North Carolina;34385,00
Tyrrell, North Carolina;4016,00
Union, North Carolina;239859,00
Vance, North Carolina;44535,00
Wake, North Carolina;1111761,00
Warren, North Carolina;19731,00
Washington, North Carolina;11580,00
Watauga, North Carolina;56177,00
Wayne, North Carolina;123131,00
Wilkes, North Carolina;68412,00
Wilson, North Carolina;81801,00
Yadkin, North Carolina;37667,00
Yancey, North Carolina;18069,00
Adams, North Dakota;2216,00
Barnes, North Dakota;10415,00
Benson, North Dakota;6832,00
Billings, North Dakota;928,00
Bottineau, North Dakota;6282,00
Bowman, North Dakota;3024,00
Burke, North Dakota;2115,00
Burleigh, North Dakota;95626,00
Cass, North Dakota;181923,00
Cavalier, North Dakota;3762,00
Dickey, North Dakota;4872,00
Divide, North Dakota;2264,00
Dunn, North Dakota;4424,00
Eddy, North Dakota;2287,00
Emmons, North Dakota;3241,00
Foster, North Dakota;3210,00
Golden Valley, North Dakota;1761,00
Grand Forks, North Dakota;69451,00
Grant, North Dakota;2274,00
Griggs, North Dakota;2231,00
Hettinger, North Dakota;2499,00
Kidder, North Dakota;2480,00
LaMoure, North Dakota;4046,00
Logan, North Dakota;1850,00
McHenry, North Dakota;5745,00
McIntosh, North Dakota;2497,00
McKenzie, North Dakota;15024,00
McLean, North Dakota;9450,00
Mercer, North Dakota;8187,00
Morton, North Dakota;31364,00
Mountrail, North Dakota;10545,00
Nelson, North Dakota;2879,00
Oliver, North Dakota;1959,00
Pembina, North Dakota;6801,00
Pierce, North Dakota;3975,00
Ramsey, North Dakota;11519,00
Ransom, North Dakota;5218,00
Renville, North Dakota;2327,00
Richland, North Dakota;16177,00
Rolette, North Dakota;14176,00
Sargent, North Dakota;3898,00
Sheridan, North Dakota;1315,00
Sioux, North Dakota;4230,00
Slope, North Dakota;750,00
Stark, North Dakota;31489,00
Steele, North Dakota;1890,00
Stutsman, North Dakota;20704,00
Towner, North Dakota;2189,00
Traill, North Dakota;8036,00
Walsh, North Dakota;10641,00
Ward, North Dakota;67641,00
Wells, North Dakota;3834,00
Williams, North Dakota;37589,00
Adams, Ohio;27698,00
Allen, Ohio;102351,00
Ashland, Ohio;53484,00
Ashtabula, Ohio;97241,00
Athens, Ohio;65327,00
Auglaize, Ohio;45656,00
Belmont, Ohio;67006,00
Brown, Ohio;43432,00
Butler, Ohio;383134,00
Carroll, Ohio;26914,00
Champaign, Ohio;38885,00
Clark, Ohio;134083,00
Clermont, Ohio;206428,00
Clinton, Ohio;41968,00
Columbiana, Ohio;101883,00
Coshocton, Ohio;36600,00
Crawford, Ohio;41494,00
Cuyahoga, Ohio;1235072,00
Darke, Ohio;51113,00
Defiance, Ohio;38087,00
Delaware, Ohio;209177,00
Erie, Ohio;74266,00
Fairfield, Ohio;157574,00
Fayette, Ohio;28525,00
Franklin, Ohio;1316756,00
Fulton, Ohio;42126,00
Gallia, Ohio;29898,00
Geauga, Ohio;93649,00
Greene, Ohio;168937,00
Guernsey, Ohio;38875,00
Hamilton, Ohio;817473,00
Hancock, Ohio;75783,00
Hardin, Ohio;31365,00
Harrison, Ohio;15040,00
Henry, Ohio;27006,00
Highland, Ohio;43161,00
Hocking, Ohio;28264,00
Holmes, Ohio;43960,00
Huron, Ohio;58266,00
Jackson, Ohio;32413,00
Jefferson, Ohio;65325,00
Knox, Ohio;62322,00
Lake, Ohio;230149,00
Lawrence, Ohio;59463,00
Licking, Ohio;176862,00
Logan, Ohio;45672,00
Lorain, Ohio;309833,00
Lucas, Ohio;428348,00
Madison, Ohio;44731,00
Mahoning, Ohio;228683,00
Marion, Ohio;65093,00
Medina, Ohio;179746,00
Meigs, Ohio;22907,00
Mercer, Ohio;41172,00
Miami, Ohio;106987,00
Monroe, Ohio;13654,00
Montgomery, Ohio;531687,00
Morgan, Ohio;14508,00
Morrow, Ohio;35328,00
Muskingum, Ohio;86215,00
Noble, Ohio;14424,00
Ottawa, Ohio;40525,00
Paulding, Ohio;18672,00
Perry, Ohio;36134,00
Pickaway, Ohio;58457,00
Pike, Ohio;27772,00
Portage, Ohio;162466,00
Preble, Ohio;40882,00
Putnam, Ohio;33861,00
Richland, Ohio;121154,00
Ross, Ohio;76666,00
Sandusky, Ohio;58518,00
Scioto, Ohio;75314,00
Seneca, Ohio;55178,00
Shelby, Ohio;48590,00
Stark, Ohio;370606,00
Summit, Ohio;541013,00
Trumbull, Ohio;197974,00
Tuscarawas, Ohio;91987,00
Union, Ohio;58988,00
Van Wert, Ohio;28275,00
Vinton, Ohio;13085,00
Warren, Ohio;234602,00
Washington, Ohio;59911,00
Wayne, Ohio;115710,00
Williams, Ohio;36692,00
Wood, Ohio;130817,00
Wyandot, Ohio;21772,00
Adair, Oklahoma;22194,00
Alfalfa, Oklahoma;5702,00
Atoka, Oklahoma;13758,00
Beaver, Oklahoma;5311,00
Beckham, Oklahoma;21859,00
Blaine, Oklahoma;9429,00
Bryan, Oklahoma;47995,00
Caddo, Oklahoma;28762,00
Canadian, Oklahoma;148306,00
Carter, Oklahoma;48111,00
Cherokee, Oklahoma;48657,00
Choctaw, Oklahoma;14672,00
Cimarron, Oklahoma;2137,00
Cleveland, Oklahoma;284014,00
Coal, Oklahoma;5495,00
Comanche, Oklahoma;120749,00
Cotton, Oklahoma;5666,00
Craig, Oklahoma;14142,00
Creek, Oklahoma;71522,00
Custer, Oklahoma;29003,00
Delaware, Oklahoma;43009,00
Dewey, Oklahoma;4891,00
Ellis, Oklahoma;3859,00
Garfield, Oklahoma;61056,00
Garvin, Oklahoma;27711,00
Grady, Oklahoma;55834,00
Grant, Oklahoma;4333,00
Greer, Oklahoma;5712,00
Harmon, Oklahoma;2653,00
Harper, Oklahoma;3688,00
Haskell, Oklahoma;12627,00
Hughes, Oklahoma;13279,00
Jackson, Oklahoma;24530,00
Jefferson, Oklahoma;6002,00
Johnston, Oklahoma;11085,00
Kay, Oklahoma;43538,00
Kingfisher, Oklahoma;15765,00
Kiowa, Oklahoma;8708,00
Latimer, Oklahoma;10073,00
Le Flore, Oklahoma;49853,00
Lincoln, Oklahoma;34877,00
Logan, Oklahoma;48011,00
Love, Oklahoma;10253,00
McClain, Oklahoma;40474,00
McCurtain, Oklahoma;32832,00
McIntosh, Oklahoma;19596,00
Major, Oklahoma;7629,00
Marshall, Oklahoma;16931,00
Mayes, Oklahoma;41100,00
Murray, Oklahoma;14073,00
Muskogee, Oklahoma;67997,00
Noble, Oklahoma;11131,00
Nowata, Oklahoma;10076,00
Okfuskee, Oklahoma;11993,00
Oklahoma, Oklahoma;797434,00
Okmulgee, Oklahoma;38465,00
Osage, Oklahoma;46963,00
Ottawa, Oklahoma;31127,00
Pawnee, Oklahoma;16376,00
Payne, Oklahoma;81784,00
Pittsburg, Oklahoma;43654,00
Pontotoc, Oklahoma;38284,00
Pottawatomie, Oklahoma;72592,00
Pushmataha, Oklahoma;11096,00
Roger Mills, Oklahoma;3583,00
Rogers, Oklahoma;92459,00
Seminole, Oklahoma;24258,00
Sequoyah, Oklahoma;41569,00
Stephens, Oklahoma;43143,00
Texas, Oklahoma;19983,00
Tillman, Oklahoma;7250,00
Tulsa, Oklahoma;651552,00
Wagoner, Oklahoma;81289,00
Washington, Oklahoma;51527,00
Washita, Oklahoma;10916,00
Woods, Oklahoma;8793,00
Woodward, Oklahoma;20211,00
Baker, Oregon;16124,00
Benton, Oregon;93053,00
Clackamas, Oregon;418187,00
Clatsop, Oregon;40224,00
Columbia, Oregon;52354,00
Coos, Oregon;64487,00
Crook, Oregon;24404,00
Curry, Oregon;22925,00
Deschutes, Oregon;197692,00
Douglas, Oregon;110980,00
Gilliam, Oregon;1912,00
Grant, Oregon;7199,00
Harney, Oregon;7393,00
Hood River, Oregon;23382,00
Jackson, Oregon;220944,00
Jefferson, Oregon;24658,00
Josephine, Oregon;87487,00
Klamath, Oregon;68238,00
Lake, Oregon;7869,00
Lane, Oregon;382067,00
Lincoln, Oregon;49962,00
Linn, Oregon;129749,00
Malheur, Oregon;30571,00
Marion, Oregon;347818,00
Morrow, Oregon;11603,00
Multnomah, Oregon;812855,00
Polk, Oregon;86085,00
Sherman, Oregon;1780,00
Tillamook, Oregon;27036,00
Umatilla, Oregon;77950,00
Union, Oregon;26835,00
Wallowa, Oregon;7208,00
Wasco, Oregon;26682,00
Washington, Oregon;601592,00
Wheeler, Oregon;1332,00
Yamhill, Oregon;107100,00
Adams, Pennsylvania;103009,00
Allegheny, Pennsylvania;1216045,00
Armstrong, Pennsylvania;64735,00
Beaver, Pennsylvania;163929,00
Bedford, Pennsylvania;47888,00
Berks, Pennsylvania;421164,00
Blair, Pennsylvania;121829,00
Bradford, Pennsylvania;60323,00
Bucks, Pennsylvania;628270,00
Butler, Pennsylvania;187853,00
Cambria, Pennsylvania;130192,00
Cameron, Pennsylvania;4447,00
Carbon, Pennsylvania;64182,00
Centre, Pennsylvania;162385,00
Chester, Pennsylvania;524989,00
Clarion, Pennsylvania;38438,00
Clearfield, Pennsylvania;79255,00
Clinton, Pennsylvania;38632,00
Columbia, Pennsylvania;64964,00
Crawford, Pennsylvania;84629,00
Cumberland, Pennsylvania;253370,00
Dauphin, Pennsylvania;278299,00
Delaware, Pennsylvania;566747,00
Elk, Pennsylvania;29910,00
Erie, Pennsylvania;269728,00
Fayette, Pennsylvania;129274,00
Forest, Pennsylvania;7247,00
Franklin, Pennsylvania;155027,00
Fulton, Pennsylvania;14530,00
Greene, Pennsylvania;36233,00
Huntingdon, Pennsylvania;45144,00
Indiana, Pennsylvania;84073,00
Jefferson, Pennsylvania;43425,00
Juniata, Pennsylvania;24763,00
Lackawanna, Pennsylvania;209674,00
Lancaster, Pennsylvania;545724,00
Lawrence, Pennsylvania;85512,00
Lebanon, Pennsylvania;141793,00
Lehigh, Pennsylvania;369318,00
Luzerne, Pennsylvania;317417,00
Lycoming, Pennsylvania;113299,00
McKean, Pennsylvania;40625,00
Mercer, Pennsylvania;109424,00
Mifflin, Pennsylvania;46138,00
Monroe, Pennsylvania;170271,00
Montgomery, Pennsylvania;830915,00
Montour, Pennsylvania;18230,00
Northampton, Pennsylvania;305285,00
Northumberland, Pennsylvania;90843,00
Perry, Pennsylvania;46272,00
Philadelphia, Pennsylvania;1584064,00
Pike, Pennsylvania;55809,00
Potter, Pennsylvania;16526,00
Schuylkill, Pennsylvania;141359,00
Snyder, Pennsylvania;40372,00
Somerset, Pennsylvania;73447,00
Sullivan, Pennsylvania;6066,00
Susquehanna, Pennsylvania;40328,00
Tioga, Pennsylvania;40591,00
Union, Pennsylvania;44923,00
Venango, Pennsylvania;50668,00
Warren, Pennsylvania;39191,00
Washington, Pennsylvania;206865,00
Wayne, Pennsylvania;51361,00
Westmoreland, Pennsylvania;348899,00
Wyoming, Pennsylvania;26794,00
York, Pennsylvania;449058,00
Bristol, Rhode Island;48479,00
Kent, Rhode Island;164292,00
Newport, Rhode Island;82082,00
Providence, Rhode Island;638931,00
Washington, Rhode Island;125577,00
Abbeville, South Carolina;24527,00
Aiken, South Carolina;170872,00
Allendale, South Carolina;8688,00
Anderson, South Carolina;202558,00
Bamberg, South Carolina;14066,00
Barnwell, South Carolina;20866,00
Beaufort, South Carolina;192122,00
Berkeley, South Carolina;227907,00
Calhoun, South Carolina;14553,00
Charleston, South Carolina;411406,00
Cherokee, South Carolina;57300,00
Chester, South Carolina;32244,00
Chesterfield, South Carolina;45650,00
Clarendon, South Carolina;33745,00
Colleton, South Carolina;37677,00
Darlington, South Carolina;66618,00
Dillon, South Carolina;30479,00
Dorchester, South Carolina;162809,00
Edgefield, South Carolina;27260,00
Fairfield, South Carolina;22347,00
Florence, South Carolina;138293,00
Georgetown, South Carolina;62680,00
Greenville, South Carolina;523542,00
Greenwood, South Carolina;70811,00
Hampton, South Carolina;19222,00
Horry, South Carolina;354081,00
Jasper, South Carolina;30073,00
Kershaw, South Carolina;66551,00
Lancaster, South Carolina;98012,00
Laurens, South Carolina;67493,00
Lee, South Carolina;16828,00
Lexington, South Carolina;298750,00
McCormick, South Carolina;9463,00
Marion, South Carolina;30657,00
Marlboro, South Carolina;26118,00
Newberry, South Carolina;38440,00
Oconee, South Carolina;79546,00
Orangeburg, South Carolina;86175,00
Pickens, South Carolina;126884,00
Richland, South Carolina;415759,00
Saluda, South Carolina;20473,00
Spartanburg, South Carolina;319785,00
Sumter, South Carolina;106721,00
Union, South Carolina;27316,00
Williamsburg, South Carolina;30368,00
York, South Carolina;280979,00
Aurora, South Dakota;2751,00
Beadle, South Dakota;18453,00
Bennett, South Dakota;3365,00
Bon Homme, South Dakota;6901,00
Brookings, South Dakota;35077,00
Brown, South Dakota;38839,00
Brule, South Dakota;5297,00
Buffalo, South Dakota;1962,00
Butte, South Dakota;10429,00
Campbell, South Dakota;1376,00
Charles Mix, South Dakota;9292,00
Clark, South Dakota;3736,00
Clay, South Dakota;14070,00
Codington, South Dakota;28009,00
Corson, South Dakota;4086,00
Custer, South Dakota;8972,00
Davison, South Dakota;19775,00
Day, South Dakota;5424,00
Deuel, South Dakota;4351,00
Dewey, South Dakota;5892,00
Douglas, South Dakota;2921,00
Edmunds, South Dakota;3829,00
Fall River, South Dakota;6713,00
Faulk, South Dakota;2299,00
Grant, South Dakota;7052,00
Gregory, South Dakota;4185,00
Haakon, South Dakota;1899,00
Hamlin, South Dakota;6164,00
Hand, South Dakota;3191,00
Hanson, South Dakota;3453,00
Harding, South Dakota;1298,00
Hughes, South Dakota;17526,00
Hutchinson, South Dakota;7291,00
Hyde, South Dakota;1301,00
Jackson, South Dakota;3344,00
Jerauld, South Dakota;2013,00
Jones, South Dakota;903,00
Kingsbury, South Dakota;4939,00
Lake, South Dakota;12797,00
Lawrence, South Dakota;25844,00
Lincoln, South Dakota;61128,00
Lyman, South Dakota;3781,00
McCook, South Dakota;5586,00
McPherson, South Dakota;2379,00
Marshall, South Dakota;4935,00
Meade, South Dakota;28332,00
Mellette, South Dakota;2061,00
Miner, South Dakota;2216,00
Minnehaha, South Dakota;193134,00
Moody, South Dakota;6576,00
Oglala Lakota, South Dakota;14177,00
Pennington, South Dakota;113775,00
Perkins, South Dakota;2865,00
Potter, South Dakota;2153,00
Roberts, South Dakota;10394,00
Sanborn, South Dakota;2344,00
Spink, South Dakota;6376,00
Stanley, South Dakota;3098,00
Sully, South Dakota;1391,00
Todd, South Dakota;10177,00
Tripp, South Dakota;5441,00
Turner, South Dakota;8384,00
Union, South Dakota;15932,00
Walworth, South Dakota;5435,00
Yankton, South Dakota;22814,00
Ziebach, South Dakota;2756,00
Anderson, Tennessee;76978,00
Bedford, Tennessee;49713,00
Benton, Tennessee;16160,00
Bledsoe, Tennessee;15064,00
Blount, Tennessee;133088,00
Bradley, Tennessee;108110,00
Campbell, Tennessee;39842,00
Cannon, Tennessee;14678,00
Carroll, Tennessee;27767,00
Carter, Tennessee;56391,00
Cheatham, Tennessee;40667,00
Chester, Tennessee;17297,00
Claiborne, Tennessee;31959,00
Clay, Tennessee;7615,00
Cocke, Tennessee;36004,00
Coffee, Tennessee;56520,00
Crockett, Tennessee;14230,00
Cumberland, Tennessee;60520,00
Davidson, Tennessee;694144,00
Decatur, Tennessee;11663,00
DeKalb, Tennessee;20490,00
Dickson, Tennessee;53948,00
Dyer, Tennessee;37159,00
Fayette, Tennessee;41133,00
Fentress, Tennessee;18523,00
Franklin, Tennessee;42208,00
Gibson, Tennessee;49133,00
Giles, Tennessee;29464,00
Grainger, Tennessee;23320,00
Greene, Tennessee;69069,00
Grundy, Tennessee;13427,00
Hamblen, Tennessee;64934,00
Hamilton, Tennessee;367804,00
Hancock, Tennessee;6620,00
Hardeman, Tennessee;25050,00
Hardin, Tennessee;25652,00
Hawkins, Tennessee;56786,00
Haywood, Tennessee;17304,00
Henderson, Tennessee;28117,00
Henry, Tennessee;32345,00
Hickman, Tennessee;25178,00
Houston, Tennessee;8201,00
Humphreys, Tennessee;18582,00
Jackson, Tennessee;11786,00
Jefferson, Tennessee;54495,00
Johnson, Tennessee;17788,00
Knox, Tennessee;470313,00
Lake, Tennessee;7016,00
Lauderdale, Tennessee;25633,00
Lawrence, Tennessee;44142,00
Lewis, Tennessee;12268,00
Lincoln, Tennessee;34366,00
Loudon, Tennessee;54068,00
McMinn, Tennessee;53794,00
McNairy, Tennessee;25694,00
Macon, Tennessee;24602,00
Madison, Tennessee;97984,00
Marion, Tennessee;28907,00
Marshall, Tennessee;34375,00
Maury, Tennessee;96387,00
Meigs, Tennessee;12422,00
Monroe, Tennessee;46545,00
Montgomery, Tennessee;208993,00
Moore, Tennessee;6488,00
Morgan, Tennessee;21403,00
Obion, Tennessee;30069,00
Overton, Tennessee;22241,00
Perry, Tennessee;8076,00
Pickett, Tennessee;5048,00
Polk, Tennessee;16832,00
Putnam, Tennessee;80245,00
Rhea, Tennessee;33167,00
Roane, Tennessee;53382,00
Robertson, Tennessee;71813,00
Rutherford, Tennessee;332285,00
Scott, Tennessee;22068,00
Sequatchie, Tennessee;15026,00
Sevier, Tennessee;98250,00
Shelby, Tennessee;937166,00
Smith, Tennessee;20157,00
Stewart, Tennessee;13715,00
Sullivan, Tennessee;158348,00
Sumner, Tennessee;191283,00
Tipton, Tennessee;61599,00
Trousdale, Tennessee;11284,00
Unicoi, Tennessee;17883,00
Union, Tennessee;19972,00
Van Buren, Tennessee;5872,00
Warren, Tennessee;41277,00
Washington, Tennessee;129375,00
Wayne, Tennessee;16673,00
Weakley, Tennessee;33328,00
White, Tennessee;27345,00
Williamson, Tennessee;238412,00
Wilson, Tennessee;144657,00
Anderson, Texas;57735,00
Andrews, Texas;18705,00
Angelina, Texas;86715,00
Aransas, Texas;23510,00
Archer, Texas;8553,00
Armstrong, Texas;1887,00
Atascosa, Texas;51153,00
Austin, Texas;30032,00
Bailey, Texas;7000,00
Bandera, Texas;23112,00
Bastrop, Texas;88723,00
Baylor, Texas;3509,00
Bee, Texas;32565,00
Bell, Texas;362924,00
Bexar, Texas;2003554,00
Blanco, Texas;11931,00
Borden, Texas;654,00
Bosque, Texas;18685,00
Bowie, Texas;93245,00
Brazoria, Texas;374264,00
Brazos, Texas;229211,00
Brewster, Texas;9203,00
Briscoe, Texas;1546,00
Brooks, Texas;7093,00
Brown, Texas;37864,00
Burleson, Texas;18443,00
Burnet, Texas;48155,00
Caldwell, Texas;43664,00
Calhoun, Texas;21290,00
Callahan, Texas;13943,00
Cameron, Texas;423163,00
Camp, Texas;13094,00
Carson, Texas;5926,00
Cass, Texas;30026,00
Castro, Texas;7530,00
Chambers, Texas;43837,00
Cherokee, Texas;52646,00
Childress, Texas;7306,00
Clay, Texas;10471,00
Cochran, Texas;2853,00
Coke, Texas;3387,00
Coleman, Texas;8175,00
Collin, Texas;1034730,00
Collingsworth, Texas;2920,00
Colorado, Texas;21493,00
Comal, Texas;156209,00
Comanche, Texas;13635,00
Concho, Texas;2726,00
Cooke, Texas;41257,00
Coryell, Texas;75951,00
Cottle, Texas;1398,00
Crane, Texas;4797,00
Crockett, Texas;3464,00
Crosby, Texas;5737,00
Culberson, Texas;2171,00
Dallam, Texas;7287,00
Dallas, Texas;2635516,00
Dawson, Texas;12728,00
Deaf Smith, Texas;18546,00
Delta, Texas;5331,00
Denton, Texas;887207,00
DeWitt, Texas;20160,00
Dickens, Texas;2211,00
Dimmit, Texas;10124,00
Donley, Texas;3278,00
Duval, Texas;11157,00
Eastland, Texas;18360,00
Ector, Texas;166223,00
Edwards, Texas;1932,00
Ellis, Texas;184826,00
El Paso, Texas;839238,00
Erath, Texas;42698,00
Falls, Texas;17297,00
Fannin, Texas;35514,00
Fayette, Texas;25346,00
Fisher, Texas;3830,00
Floyd, Texas;5712,00
Foard, Texas;1155,00
Fort Bend, Texas;811688,00
Franklin, Texas;10725,00
Freestone, Texas;19717,00
Frio, Texas;20306,00
Gaines, Texas;21492,00
Galveston, Texas;342139,00
Garza, Texas;6229,00
Gillespie, Texas;26988,00
Glasscock, Texas;1409,00
Goliad, Texas;7658,00
Gonzales, Texas;20837,00
Gray, Texas;21886,00
Grayson, Texas;136212,00
Gregg, Texas;123945,00
Grimes, Texas;28880,00
Guadalupe, Texas;166847,00
Hale, Texas;33406,00
Hall, Texas;2964,00
Hamilton, Texas;8461,00
Hansford, Texas;5399,00
Hardeman, Texas;3933,00
Hardin, Texas;57602,00
Harris, Texas;4713325,00
Harrison, Texas;66553,00
Hartley, Texas;5576,00
Haskell, Texas;5658,00
Hays, Texas;230191,00
Hemphill, Texas;3819,00
Henderson, Texas;82737,00
Hidalgo, Texas;868707,00
Hill, Texas;36649,00
Hockley, Texas;23021,00
Hood, Texas;61643,00
Hopkins, Texas;37084,00
Houston, Texas;22968,00
Howard, Texas;36664,00
Hudspeth, Texas;4886,00
Hunt, Texas;98594,00
Hutchinson, Texas;20938,00
Irion, Texas;1536,00
Jack, Texas;8935,00
Jackson, Texas;14760,00
Jasper, Texas;35529,00
Jeff Davis, Texas;2274,00
Jefferson, Texas;251565,00
Jim Hogg, Texas;5200,00
Jim Wells, Texas;40482,00
Johnson, Texas;175817,00
Jones, Texas;20083,00
Karnes, Texas;15601,00
Kaufman, Texas;136154,00
Kendall, Texas;47431,00
Kenedy, Texas;404,00
Kent, Texas;762,00
Kerr, Texas;52600,00
Kimble, Texas;4337,00
King, Texas;272,00
Kinney, Texas;3667,00
Kleberg, Texas;30680,00
Knox, Texas;3664,00
Lamar, Texas;49859,00
Lamb, Texas;12893,00
Lampasas, Texas;21428,00
La Salle, Texas;7520,00
Lavaca, Texas;20154,00
Lee, Texas;17239,00
Leon, Texas;17404,00
Liberty, Texas;88219,00
Limestone, Texas;23437,00
Lipscomb, Texas;3233,00
Live Oak, Texas;12207,00
Llano, Texas;21795,00
Loving, Texas;169,00
Lubbock, Texas;310569,00
Lynn, Texas;5951,00
McCulloch, Texas;7984,00
McLennan, Texas;256623,00
McMullen, Texas;743,00
Madison, Texas;14284,00
Marion, Texas;9854,00
Martin, Texas;5771,00
Mason, Texas;4274,00
Matagorda, Texas;36643,00
Maverick, Texas;58722,00
Medina, Texas;51584,00
Menard, Texas;2138,00
Midland, Texas;176832,00
Milam, Texas;24823,00
Mills, Texas;4873,00
Mitchell, Texas;8545,00
Montague, Texas;19818,00
Montgomery, Texas;607391,00
Moore, Texas;20940,00
Morris, Texas;12388,00
Motley, Texas;1200,00
Nacogdoches, Texas;65204,00
Navarro, Texas;50113,00
Newton, Texas;13595,00
Nolan, Texas;14714,00
Nueces, Texas;362294,00
Ochiltree, Texas;9836,00
Oldham, Texas;2112,00
Orange, Texas;83396,00
Palo Pinto, Texas;29189,00
Panola, Texas;23194,00
Parker, Texas;142878,00
Parmer, Texas;9605,00
Pecos, Texas;15823,00
Polk, Texas;51353,00
Potter, Texas;117415,00
